,average_abs_corr,average_divergence,average_length,count,log10_count,class_name,family_name,average_abs_corr_random_95_top,status_95
L1M2a1,0.13059442005901448,17.519323551605194,7715.539473684211,76,1.8808135922807914,LINE,L1,0.12868840745656926,above
L1M2b,0.06863812394677844,26.500398097317216,7178.451807228916,166,2.220108088040055,LINE,L1,0.08571485672927413,below
L1M2c,0.07195658363433867,22.749838887596397,7068.769911504425,226,2.3541084391474008,LINE,L1,0.07300554011932638,below
L1M3,0.05268531228667903,21.2319197511628,6354.456179775281,5340,3.727541257028556,LINE,L1,0.01409158943495046,above
L1M3a,0.07570353197868378,31.781676754056164,6067.09375,384,2.584331224367531,LINE,L1,0.055412169111207256,above
L1M3b,0.07369091592786703,27.75464660733071,7040.340490797546,326,2.513217600067939,LINE,L1,0.060338571557682706,above
L1M3c,0.05637118714577626,25.579854387766847,7032.4885057471265,522,2.717670503002262,LINE,L1,0.04723331494071737,above
L1M3d,0.05544473443538179,28.088858203450688,6326.924675324675,385,2.5854607295085006,LINE,L1,0.05533725812314047,above
L1M3de,0.1037812671708577,27.19678409664295,7268.936893203883,206,2.3138672203691533,LINE,L1,0.07661032471878337,above
L1M3e,0.08333760048655937,27.16104167222747,7041.577235772358,369,2.56702636615906,LINE,L1,0.05657262167424731,above
L1M3f,0.09398534611902637,17.44253385604895,7142.714714714714,333,2.5224442335063197,LINE,L1,0.05967546021456641,above
L1M4,0.1038054866524126,23.105843259423803,6694.44389403403,9286,3.967828679330155,LINE,L1,0.010567522876561791,above
L1M4a1,0.08490301716078337,28.675612557508124,4424.541085271318,1290,3.110589710299249,LINE,L1,0.029503273001486606,above
L1M4a2,0.08482143700250672,26.156398677360805,4115.435957696827,851,2.929929560084588,LINE,L1,0.03663036465128697,above
L1M4b,0.08097238226263151,25.166298391521483,7073.234820322181,1614,3.2079035303860515,LINE,L1,0.026257417874575327,above
L1M4c,0.08432854379316253,24.110950350981184,7196.943460490464,1468,3.166726055580052,LINE,L1,0.02758485154611241,above
L1M5,0.04838422700710283,31.680799487124485,6353.755613854274,32019,4.50540776414594,LINE,L1,0.005550707950080449,above
L1M6,0.0416065597741928,35.94054190461099,6497.438377535102,3205,3.5058280338548364,LINE,L1,0.018377449103490966,above
L1M6B,0.039987643471889274,34.12098870056497,1073.6422018348624,436,2.639486489268586,LINE,L1,0.05186997359206469,below
L1M7,0.07670149494906482,33.42740215917346,6111.588306942753,1642,3.215373152783422,LINE,L1,0.026023557167181743,above
L1M8,0.08173117075770894,30.30438413224896,3363.4301801801803,888,2.948412965778601,LINE,L1,0.035828368731872264,above
L1MA1,0.07232791102648757,10.742273173460609,6573.928268551237,2830,3.45178643552429,LINE,L1,0.01960628112132849,above
L1MA10,0.02624474691474577,22.56356444359367,6340.62109375,3840,3.584331224367531,LINE,L1,0.01672828458898463,above
L1MA2,0.08345674849480977,11.695405436403748,6758.941875825628,4542,3.6572471298837166,LINE,L1,0.015329353272563276,above
L1MA3,0.07258734553789675,12.30334077870562,6658.219785138765,4468,3.6501131644435714,LINE,L1,0.015460893950676709,above
L1MA4,0.048334950048037596,17.157357702223724,6441.3945271387765,6651,3.8228869478341507,LINE,L1,0.012570872445098871,above
L1MA4A,0.05683747870968249,15.576046606869483,6701.126275510204,3136,3.496376054012401,LINE,L1,0.018586675711105026,above
L1MA5,0.08321256863325645,15.562613185161473,6472.910539215686,2448,3.3888114134735234,LINE,L1,0.02114228770846216,above
L1MA5A,0.05306685361570977,13.219414645769781,6405.513222770058,2231,3.348499570283838,LINE,L1,0.022188112982771804,above
L1MA6,0.06758935945479812,17.697290226804093,6341.484178187404,3255,3.512550992904211,LINE,L1,0.01823006633093351,above
L1MA7,0.06648452980734211,17.519645918550392,6315.443053173241,5830,3.765668554759014,LINE,L1,0.013462566718949907,above
L1MA8,0.07746696058097499,16.367071588242336,6413.879609386387,6861,3.836387419326411,LINE,L1,0.012369241750134097,above
L1MA9,0.04318317815566685,19.881916640797783,6431.770093062606,9456,3.97570746353718,LINE,L1,0.010468272130998914,above
L1MB1,0.07904247309917277,18.767074667166316,6191.897623936638,3409,3.5326270012288914,LINE,L1,0.017796951430604394,above
L1MB2,0.07525760045888664,18.0118491604818,6428.744498777506,4908,3.6909045540549665,LINE,L1,0.014723692933633665,above
L1MB3,0.06135304345379335,18.4085945744627,6415.542435077155,10628,4.02645154573824,LINE,L1,0.00985099708246997,above
L1MB4,0.07074670229116349,19.00729870573088,6424.725167360231,5527,3.7424894645817752,LINE,L1,0.01384154577979375,above
L1MB5,0.06367351583167569,20.709333023626424,6379.881333333334,5250,3.720159303405957,LINE,L1,0.01421673089232092,above
L1MB7,0.06331145301070293,20.826613255947954,6428.061293532338,10050,4.002166061756507,LINE,L1,0.010141738746762718,above
L1MB8,0.0885263780796897,21.016623085087723,6449.05467975858,11101,4.045362102653348,LINE,L1,0.009630387440997056,above
L1MC,0.04819030050285175,24.235668363220086,6650.223534286306,4827,3.683677298818692,LINE,L1,0.014851695808636947,above
L1MC1,0.06517320985442628,17.830069662393527,6536.346944294213,7396,3.8689969024871353,LINE,L1,0.011895455610967089,above
L1MC2,0.07117429161734289,19.106549862378227,6656.7224168126095,3426,3.5347873586294916,LINE,L1,0.017750962018223748,above
L1MC3,0.09561829828183753,22.11832427230831,8114.222829481574,6404,3.8064513232472623,LINE,L1,0.012820781446536061,above
L1MC4,0.06431093350976114,28.604845663045378,8125.50525788683,13979,4.14547610488496,LINE,L1,0.008542183608181807,above
L1MC4a,0.07717581613649553,25.120873983213464,8129.514994606257,4635,3.666049738480516,LINE,L1,0.015168586452416137,above
L1MC5,0.06943636777028415,27.10189919140372,8101.487226070171,8807,3.9448279963432165,LINE,L1,0.010862683537538656,above
L1MC5a,0.05971131469713076,29.795373466996875,8222.764213222978,10149,4.006423252507643,LINE,L1,0.010090159180501015,above
L1MCa,0.08520786800271023,22.366266027807118,6992.736168611215,2657,3.4243915544102776,LINE,L1,0.020260250104663743,above
L1MCb,0.0816245635245647,26.14027541980349,6590.5032733224225,1222,3.0870712059065353,LINE,L1,0.030346138837960387,above
L1MCc,0.1036094266256925,31.478194035108235,6606.465714285714,1400,3.146128035678238,LINE,L1,0.02827383995570804,above
L1MD,0.059483601938140444,26.4165015881458,6460.656416564166,4878,3.688241795977712,LINE,L1,0.014770724533256495,above
L1MD1,0.07182516705685921,20.62188706794452,6625.323596358118,2636,3.420945405921972,LINE,L1,0.02034404615981974,above
L1MD2,0.05339534681303648,24.29087572466107,6569.094205474582,5626,3.750199727829182,LINE,L1,0.013714313086559508,above
L1MD3,0.09577525947561306,22.971747605553595,8065.960509223175,3849,3.585347911094591,LINE,L1,0.016707927174410976,above
L1MDa,0.08262542495199725,25.18131950881241,6927.742759146341,2624,3.4189638307036225,LINE,L1,0.02039238670755986,above
L1MDb,0.06974056179077405,26.042278600000557,6689.064965197216,431,2.6344772701607315,LINE,L1,0.05218210365029859,above
L1ME1,0.08367466708227236,26.54682687227379,6504.011503987578,14169,4.151339200296363,LINE,L1,0.008482408428758574,above
L1ME2,0.10144801705006219,27.18713806527054,6488.021625518111,5549,3.744214724814166,LINE,L1,0.013812973873172457,above
L1ME2z,0.06345236493841797,25.001318092036364,6622.640841457158,3898,3.5908418347816027,LINE,L1,0.016598348614774425,above
L1ME3,0.0846245664035258,27.816163388733962,6406.07225501771,4235,3.6268534146667255,LINE,L1,0.015897662682589367,above
L1ME3A,0.10166474501117514,28.783570668306638,6380.958867757629,9044,3.956360553673322,LINE,L1,0.010713673445368903,above
L1ME3B,0.07446017212103478,30.419661832452224,6497.613134804573,3761,3.575303333422399,LINE,L1,0.016910144185029896,above
L1ME3C,0.08276917445651896,30.737194988503887,6385.1105740181265,1655,3.2187979981117376,LINE,L1,0.025917028856644028,above
L1ME3Cz,0.06773934617133892,31.45494897983947,6496.216131237184,7315,3.8642143304613294,LINE,L1,0.011963789446933482,above
L1ME3D,0.08650308447738213,30.32148995399147,6471.963782696177,1988,3.2984163800612945,LINE,L1,0.023559787285073394,above
L1ME3E,0.08351265332995587,31.177250449810323,6454.89229296314,2089,3.3199384399803087,LINE,L1,0.022960247727903116,above
L1ME3F,0.07167192262065726,31.08384100273254,6516.127922364358,2267,3.3554515201265174,LINE,L1,0.022004133962445244,above
L1ME3G,0.049888041215674944,33.35428758349529,6408.438213914849,14445,4.159717546180215,LINE,L1,0.008397715088051986,above
L1ME4a,0.042459895842014345,31.611876212832247,6279.6061713743175,21065,4.323561463462867,LINE,L1,0.0069013934653527525,above
L1ME4b,0.053720810641154394,31.8250983163938,6413.173318129989,14909,4.173448514744314,LINE,L1,0.008260738896116745,above
L1ME4c,0.023889371775513497,32.25730766140124,6233.945591233435,7848,3.894758994371892,LINE,L1,0.011534022388979824,above
L1ME5,0.053805269581446526,33.95780917879562,6332.202057613169,2430,3.385606273598312,LINE,L1,0.02122360463768674,above
L1MEa,0.11726016713783743,30.51579269307993,6178.4802259887,177,2.2479732663618064,LINE,L1,0.08290143379781291,above
L1MEb,0.0962231167809153,30.02441796649303,6145.085106382979,1363,3.1344958558346736,LINE,L1,0.028670503555279232,above
L1MEc,0.07139873317076417,28.099023408216187,6600.548368127022,6802,3.8326366275967034,LINE,L1,0.012424933469446198,above
L1MEd,0.0766168432254509,33.05976935532352,6965.519930906192,7526,3.8765642139838454,LINE,L1,0.011788129631040202,above
L1MEf,0.10589912030436976,29.171698521780392,6795.848229759841,4039,3.6062738531699883,LINE,L1,0.016294380001348786,above
L1MEg,0.07615375213255395,31.493127562764435,6507.664854368932,5150,3.711807229041191,LINE,L1,0.014359658690662894,above
L1MEg1,0.112908518648538,32.71623613292043,6132.962472406181,453,2.656098202012832,LINE,L1,0.05084817936305699,above
L1MEg2,0.09711046095602754,33.16620731825669,6517.434316353887,373,2.571708831808688,LINE,L1,0.056256241329151885,above
L1MEh,0.056056865090123156,33.579769325320115,3315.1152564956697,1501,3.1763806922432702,LINE,L1,0.027267715362965635,above
L1MEi,0.051524564238577,32.30601891626645,3688.6348396501458,2744,3.438384107034714,LINE,L1,0.01992354018343464,above
L1MEj,0.057000866545207904,34.18964235954791,3016.008892481811,1237,3.0923696996291206,LINE,L1,0.030154172036184347,above
L1P1,0.036581397563584486,4.874913537096757,6181.998588069185,2833,3.452246574520437,LINE,L1,0.019595478905304074,above
L1P2,0.042539446151769425,6.3928945304990314,6180.883895131086,1068,3.0285712526925375,LINE,L1,0.03254860756247431,above
L1P3,0.04330625204633195,8.335452461245659,6222.157467532467,3080,3.4885507165004443,LINE,L1,0.0187616966069889,above
L1P3b,0.10073897275333234,11.759257247550352,6260.860759493671,79,1.8976270912904414,LINE,L1,0.1261229002477867,below
L1P4,0.057410729225414125,16.204590357164804,6224.028034504005,3246,3.511348515490213,LINE,L1,0.018256340337235135,above
L1P4a,0.05795582052460691,18.110066373099915,6828.50505050505,297,2.4727564493172123,LINE,L1,0.06333458784672891,below
L1P4b,0.09600466701458,23.635661290932163,7446.287128712871,101,2.0043213737826426,LINE,L1,0.11099342375693488,below
L1P4c,0.12771893606336968,22.517967698835626,7232.688888888889,45,1.6532125137753437,LINE,L1,0.16901485972886332,below
L1P4d,0.07949121203955625,20.794337600122656,6858.435294117647,85,1.9294189257142929,LINE,L1,0.12141086077828536,below
L1P4e,0.09496996324863864,19.534759320214224,6228.490196078431,153,2.184691430817599,LINE,L1,0.08942893420588935,above
L1PA10,0.07011452078652863,9.855990469290429,6103.540233837689,5816,3.7646243978509815,LINE,L1,0.01347941338199609,above
L1PA11,0.05772150254956421,9.639248305064807,6163.232665133092,3043,3.483301952358167,LINE,L1,0.018880012551945838,above
L1PA12,0.1256506236306994,11.979439856999173,6446.416279069767,1290,3.110589710299249,LINE,L1,0.029503273001486606,above
L1PA13,0.06916509603905317,10.93797080973567,6126.850108392691,6458,3.810098040681143,LINE,L1,0.012764906485232808,above
L1PA14,0.07885710137866236,10.137628439505939,6390.615953947368,2432,3.385963570600697,LINE,L1,0.021214524263427157,above
L1PA15,0.07263131320943712,12.577441937394395,6377.906933283499,5351,3.728434950974255,LINE,L1,0.014076514167970263,above
L1PA15-16,0.05896601208682611,20.79054834526098,7338.255910987483,719,2.8567288903828825,LINE,L1,0.03998681464553217,above
L1PA16,0.0686852846222857,14.108495253001989,6199.54129428233,9287,3.967875445548033,LINE,L1,0.010566930985012058,above
L1PA17,0.07221121786006254,16.392705160427425,6291.804754829123,3365,3.5269850685599957,LINE,L1,0.01791761885800092,above
L1PA2,0.040111428043446785,1.8766068536128484,5610.778303917348,4646,3.6670792054642165,LINE,L1,0.01514989520126938,above
L1PA3,0.035719597823642105,2.6658048689406986,5700.319549763033,8440,3.926342446625655,LINE,L1,0.01110586746987203,above
L1PA4,0.03612043184512703,3.29529212090054,5772.791109873793,10776,4.03245758271493,LINE,L1,0.009780388742882505,above
L1PA5,0.021150714202792614,3.947073140166592,5853.201642710473,9740,3.9885589568786157,LINE,L1,0.010308375479702153,above
L1PA6,0.044027464907686734,5.34985769846295,6084.820454024306,4361,3.6395860866734266,LINE,L1,0.015657063544100056,above
L1PA7,0.04257821742252067,5.825620906564403,5965.936180755129,10091,4.003934206173708,LINE,L1,0.010120284203906706,above
L1PA8,0.029283507096758588,7.038073763874417,5976.7996545768565,6369,3.8040712488856614,LINE,L1,0.012857380755101675,above
L1PA8A,0.05009465111026971,8.18685215630786,6038.468788249694,1634,3.2132520521963968,LINE,L1,0.026089752523014216,above
L1PB,0.0430340173278097,13.114521273993958,6226.945176960444,1441,3.1586639808139894,LINE,L1,0.027852499322954877,above
L1PB1,0.056139347110427756,9.398326269095527,6226.252506963789,7180,3.8561244442423,LINE,L1,0.01208027327458488,above
L1PB2,0.0669813349758869,10.5706169233371,6312.924300867888,2074,3.316808752053022,LINE,L1,0.023046474047940257,above
L1PB3,0.0603659425767597,12.692732928334909,6383.100764732344,2223,3.3469394626989906,LINE,L1,0.02222961114021122,above
L1PB4,0.03696845416817191,17.21713410678251,6296.315272795922,5297,3.7240299729355977,LINE,L1,0.014150975985245666,above
L1PBa,0.07388779398547936,16.11113805385735,6932.695844385499,1131,3.053462604925455,LINE,L1,0.031592579250322106,above
L1PBa1,0.061075061565183685,10.883903096283568,6760.785498489426,331,2.519827993775719,LINE,L1,0.0598627437102641,above
L1PBb,0.08123646001362064,16.098909839941857,7825.122302158274,139,2.143014800254095,LINE,L1,0.09400611691049354,below
L1PREC2,0.07511629171998636,13.612064253160776,6362.170776535457,6529,3.814846668604463,LINE,L1,0.012692512903080036,above
L2,0.0527103587900525,41.786407453106484,3539.991011336449,44723,4.650530928146397,LINE,L2,0.004665108051670055,above
L2-1_AMi,0.024972744675155204,37.05613337339213,1252.3983050847457,826,2.916980047320382,LINE,L2,0.03720291541674486,below
L2-1_Crp,0.07581229887111587,32.36202614379085,1266.756345177665,197,2.294466226161593,LINE,L2,0.07841131427163511,below
L2-2_Mam,0.05421831796564012,31.253756006294477,376.0079575596817,377,2.576341350205793,LINE,L2,0.05594497692813118,below
L2a,0.05527873986830467,34.099763003187334,3630.1316143411595,104092,5.01741735305172,LINE,L2,0.003006239169821407,above
L2b,0.042501694848565474,36.628141302194734,3574.6394510506816,74761,4.873675101850418,LINE,L2,0.0035710171038315776,above
L2c,0.04397222645678041,38.24692746883788,3574.7114491797206,86373,4.936378004243094,LINE,L2,0.0033126582729450147,above
L2d,0.03269786190707688,38.43832650050154,3574.6853024677876,22895,4.359740647863716,LINE,L2,0.006608729507496806,above
L2d2,0.03358833172400036,37.9395655371563,3601.4697903156075,37008,4.568295615426544,LINE,L2,0.005147980483370462,above
L3,0.0474977079176239,40.14707705198296,4260.829047763101,29751,4.473501567953073,LINE,CR1,0.005766928572965189,above
L3b,0.02970367628581344,38.97909001636366,5176.649700979769,7859,3.895367288773362,LINE,CR1,0.01152562227442567,above
L4_A_Mam,0.058036467085054846,35.71353692215292,5129.097269239449,4431,3.646501750031612,LINE,RTE-X,0.015527913274987917,above
L4_B_Mam,0.05549317139127432,35.67732387659103,5063.443281707828,2389,3.378216149749878,LINE,RTE-X,0.02141229183300391,above
L4_C_Mam,0.04490935977634826,35.622244504709776,5268.532688361184,3411,3.5328817194073974,LINE,RTE-X,0.01779152283252224,above
L5,0.050479541890832966,33.103295426998336,2395.6744186046512,559,2.747411807886423,LINE,RTE-X,0.04558042902718979,above
LFSINE_Vert,0.03480585934543633,37.28760976712565,460.8021091811414,1612,3.2073650374690716,SINE,tRNA,0.026274358127281662,above
LOR1-int,0.07193189144063095,15.879573535906893,7701.501449275363,345,2.537819095073274,LTR,ERV1,0.05858663007199377,above
LOR1a,0.07733693919275421,13.819222724717996,899.7126269956459,689,2.8382192219076257,LTR,ERV1,0.040883180182939564,above
LOR1b,0.05399632366372688,12.935385904247008,1004.5455621301775,845,2.926856708949692,LTR,ERV1,0.036765425448891075,above
LTR06,0.10519752835984555,16.854331262482216,524.9540229885057,87,1.9395192526186185,LTR,ERV1,0.11995100367528154,below
LTR1,0.07506059244016197,9.750146214746565,903.7441860465116,215,2.3324384599156054,LTR,ERV1,0.07492512350096624,above
LTR101_Mam,0.04768043610520223,36.43278223746913,889.6472642607683,859,2.9339931638312424,LTR,ERVL,0.036452518975834375,above
LTR102_Mam,0.05890516269554015,26.62672369814408,1030.0146627565982,341,2.5327543789924976,LTR,ERVL,0.05894309529014587,below
LTR103_Mam,0.04841939452200806,33.22272111300356,523.8911042944785,652,2.81424759573192,LTR,ERV1,0.04207397887356846,above
LTR103b_Mam,0.03960877596130237,34.09822718936542,573.8381294964029,556,2.7450747915820575,LTR,ERV1,0.045708188945957365,below
LTR104_Mam,0.03611362998099326,34.262087735290095,1549.6994856722997,1361,3.133858125203335,LTR,Gypsy,0.02869241071749431,above
LTR105_Mam,0.08301710734560712,33.84415630731737,638.8416666666667,480,2.681241237375587,LTR,ERVL,0.04933977890405355,above
LTR108a_Mam,0.09518234854899943,25.50499931508126,702.6865671641791,67,1.8260748027008264,LTR,ERVL,0.13740785970143288,below
LTR108b_Mam,0.1230337759749524,23.78385415035461,545.8333333333334,36,1.5563025007672873,LTR,ERVL,0.18981558367953275,below
LTR108c_Mam,0.19034988000505237,27.545972222222222,669.8571428571429,28,1.4471580313422192,LTR,ERVL,0.21632279791042916,below
LTR108d_Mam,0.12199869382396732,29.612127470226614,659.6825396825396,63,1.7993405494535817,LTR,ERVL,0.14187872238949914,below
LTR108e_Mam,0.08562664792605829,28.287128187238377,661.2631578947369,133,2.123851640967086,LTR,ERVL,0.09618864506773227,below
LTR109A2,0.19928042971521231,19.86244965899752,511.3181818181818,22,1.3424226808222062,LTR,ERV1,0.2452331224296229,below
LTR10A,0.0798457850377475,11.114170329482636,1051.7906976744187,258,2.41161970596323,LTR,ERV1,0.0681461448998343,above
LTR10B,0.14700993850879898,15.47717293448931,1263.328125,64,1.806179973983887,LTR,ERV1,0.14072127972184553,above
LTR10B1,0.06272734752777893,13.987175492775261,1599.2837837837837,148,2.1702617153949575,LTR,ERV1,0.09098790365728494,below
LTR10B2,0.10649428934584029,16.921627784974508,1993.42,100,2.0,LTR,ERV1,0.11156937486914276,below
LTR10C,0.059359569775830415,8.091148330605376,889.9609195402298,435,2.6384892569546374,LTR,ERV1,0.05193196305426246,above
LTR10D,0.06250343544067825,8.75246418337679,806.5911949685535,159,2.2013971243204513,LTR,ERV1,0.0876574031557945,below
LTR10E,0.07389513104429073,11.841051602788164,1166.128078817734,203,2.307496037913213,LTR,ERV1,0.07719715139004935,below
LTR10F,0.047493761656668944,5.916149908991417,1687.8089171974523,314,2.496929648073215,LTR,ERV1,0.06152721065413489,below
LTR10G,0.12285127263940145,11.297232228231428,2634.0493827160494,81,1.9084850188786497,LTR,ERV1,0.1244933740595808,below
LTR12,0.04110361554922068,6.978639806006427,1508.8059467918622,639,2.8055008581584002,LTR,ERV1,0.04251705999012311,below
LTR12B,0.14316985155118983,8.40949222735009,3272.3464566929133,127,2.103803720955957,LTR,ERV1,0.09852619347168126,above
LTR12C,0.06588890272802327,7.0935176197864775,1714.319721115538,2008,3.3027637084729817,LTR,ERV1,0.023437435118572086,above
LTR12D,0.043923379841237196,8.19204600593354,1534.8828382838283,606,2.782472624166286,LTR,ERV1,0.04370603691401998,above
LTR12E,0.06978857280433785,7.2418935780637055,1348.6728187919464,1192,3.076276255404218,LTR,ERV1,0.030741034325572698,above
LTR12F,0.04677808837839561,7.2629258565066195,1196.391304347826,506,2.7041505168397992,LTR,ERV1,0.04800438181626971,below
LTR12_v,0.04786727894496243,7.661135213095189,1123.8018018018017,666,2.823474229170301,LTR,ERV1,0.04161159123563387,above
LTR13,0.07333616500302877,5.6752941156569925,1169.3808290155441,386,2.586587304671755,LTR,ERVK,0.05526264233366376,above
LTR13A,0.0767976085595854,5.637931514053169,1120.0625,160,2.204119982655925,LTR,ERVK,0.08737200612623607,below
LTR13_v,0.14827897117450478,6.745990010403138,1327.392405063291,79,1.8976270912904414,LTR,ERVK,0.1261229002477867,above
LTR14,0.12219508741921803,8.00340109845108,1423.6447368421052,76,1.8808135922807914,LTR,ERVK,0.12868840745656926,below
LTR14A,0.09374210109651374,5.20646399928233,1835.6785714285713,112,2.0492180226701815,LTR,ERVK,0.10518271051526726,below
LTR14B,0.10451688283516333,7.919556517943887,1277.6081081081081,296,2.4712917110589387,LTR,ERVK,0.06344579361824342,above
LTR14C,0.10087220751391945,5.690451357619523,1469.3577981651376,109,2.037426497940624,LTR,ERVK,0.10667869516259706,below
LTR15,0.06751339668666378,6.631622070803624,1390.7705627705627,231,2.3636119798921444,LTR,ERV1,0.07217928014942536,below
LTR16,0.06876204193115908,29.904950468920482,785.713741910925,2627,3.4194600727860704,LTR,ERVL,0.020380270106745785,above
LTR16A,0.057829153341662845,30.618450733242824,733.2445913461538,3328,3.5221833176186865,LTR,ERVL,0.018020961061222363,above
LTR16A1,0.0538373345471297,29.602161372473212,626.9940092165899,2170,3.3364597338485296,LTR,ERVL,0.022510386101753523,above
LTR16A2,0.04909772413706833,29.634397555065142,579.8671328671329,1573,3.196728722623287,LTR,ERVL,0.026611211036811945,above
LTR16B,0.0757124403770126,26.62134200730659,825.4847457627119,590,2.7708520116421442,LTR,ERVL,0.04431858874293043,above
LTR16B1,0.05231890993322015,27.841035353471938,784.6643700787401,1016,3.0068937079479006,LTR,ERVL,0.03340473793058329,above
LTR16B2,0.052504812035161254,26.353387577403524,685.6866028708134,1254,3.0982975364946976,LTR,ERVL,0.029940842771899286,above
LTR16C,0.050248105759360576,30.738829345071693,562.734001823154,5485,3.73917663191073,LTR,ERVL,0.013896575158648618,above
LTR16D,0.0719017752440399,30.798518400538583,693.5826530612245,980,2.991226075692495,LTR,ERVL,0.03403749924624477,above
LTR16D1,0.1045637684156852,30.143317113116648,753.1875,144,2.1583624920952498,LTR,ERVL,0.09229390648066528,above
LTR16D2,0.08101164493055092,30.088912497375905,652.4670050761422,197,2.294466226161593,LTR,ERVL,0.07841131427163511,above
LTR16E1,0.05504895235966031,31.001934564391007,589.7698492462312,1990,3.2988530764097064,LTR,ERVL,0.023547468004347448,above
LTR16E2,0.053101765698483905,32.63871086529914,662.5722160970231,1814,3.2586372827240764,LTR,ERVL,0.024709424879755956,above
LTR17,0.06362803655588829,5.413418869107709,2469.6082949308757,651,2.8135809885681917,LTR,ERV1,0.0421075838587824,above
LTR18A,0.08329613668627664,11.402022378153532,1899.8333333333333,138,2.1398790864012365,LTR,ERVL,0.09435983040268553,below
LTR18B,0.05066656042280573,12.458026525386241,894.1395348837209,301,2.478566495593843,LTR,ERVL,0.06289539451435161,below
LTR18C,0.10263364441394608,14.991506082818,1540.1194029850747,67,1.8260748027008264,LTR,ERVL,0.13740785970143288,below
LTR19-int,0.11238962339694443,11.309679305531548,6033.163636363636,55,1.7403626894942439,LTR,ERV1,0.15226296636080025,below
LTR19A,0.07480570001170855,10.38097570145003,1201.9882005899706,339,2.530199698203082,LTR,ERV1,0.059123721098840974,above
LTR19B,0.059610802870218915,8.341525350649755,1060.8197424892703,233,2.367355921026019,LTR,ERV1,0.07185634672457678,below
LTR19C,0.0787554710336495,16.96192094821133,1566.5454545454545,99,1.99563519459755,LTR,ERV1,0.11215414838172452,below
LTR1A1,0.058874946129402146,10.399433323029035,976.56875,320,2.505149978319906,LTR,ERV1,0.06092442093523444,below
LTR1A2,0.0467335179885868,9.775354983445807,967.7248120300752,665,2.8228216453031045,LTR,ERV1,0.04164412746249138,above
LTR1B,0.060941177315093555,10.437850211561509,870.6852459016393,305,2.484299839346786,LTR,ERV1,0.0624649848847564,below
LTR1B0,0.10009448301173701,9.477172310105635,871.3448275862069,87,1.9395192526186185,LTR,ERV1,0.11995100367528154,below
LTR1B1,0.08966044887189674,11.50016431231657,863.2671232876712,146,2.164352855784437,LTR,ERV1,0.09163410593551798,below
LTR1C,0.11577327517648166,8.567458954575157,755.1929824561404,57,1.7558748556724915,LTR,ERV1,0.14946025577263047,below
LTR1C1,0.11121759382835475,8.649907622927296,1004.8275862068965,58,1.7634279935629373,LTR,ERV1,0.14811430261099348,below
LTR1C3,0.10728870311399376,9.420835944552126,723.3846153846154,52,1.7160033436347992,LTR,ERV1,0.1567706124262594,below
LTR1D,0.07368102729612784,11.400881792965047,1111.5053380782917,281,2.44870631990508,LTR,ERV1,0.0651854476768432,above
LTR1D1,0.06405088070359428,10.297795431936896,1040.7162790697676,215,2.3324384599156054,LTR,ERV1,0.07492512350096624,below
LTR1E,0.058264749987327454,13.545444848271096,919.6072607260726,303,2.481442628502305,LTR,ERV1,0.0626791100155581,below
LTR1F,0.07192081705307583,9.657507838900404,871.7264957264957,117,2.0681858617461617,LTR,ERV1,0.10282015961483727,below
LTR1F1,0.061916555404794696,9.632833840700592,757.8356164383562,219,2.3404441148401185,LTR,ERV1,0.07421015231569644,below
LTR1F2,0.08407671253562443,12.554716801899243,761.0,132,2.12057393120585,LTR,ERV1,0.09656699198237288,below
LTR2,0.051259734403418966,6.714726265714619,1630.823287671233,730,2.863322860120456,LTR,ERV1,0.03967225944629983,above
LTR21A,0.0806864804374648,13.47934599728254,1475.871794871795,78,1.8920946026904804,LTR,ERV1,0.12696138523458686,below
LTR21B,0.14025566406837306,12.759657719236394,1900.2592592592594,27,1.4313637641589874,LTR,ERV1,0.22045375736918307,below
LTR21C,0.21870286576168924,8.682692373390458,2375.5,18,1.255272505103306,LTR,ERV1,0.27221311955888344,below
LTR22,0.10854018750358185,7.24167238923414,1158.8620689655172,87,1.9395192526186185,LTR,ERVK,0.11995100367528154,below
LTR22A,0.10615056696519885,10.753493682483603,1014.8255033557047,149,2.173186268412274,LTR,ERVK,0.09066975776958465,above
LTR22B,0.10108443970581923,11.216251335461182,905.2093023255813,129,2.110589710299249,LTR,ERVK,0.09772866854879693,above
LTR22B1,0.07323293658754049,11.955096130949961,1366.5486725663716,113,2.05307844348342,LTR,ERVK,0.10469751363613547,below
LTR22B2,0.1430578996423438,7.768052450662747,1508.7878787878788,33,1.5185139398778875,LTR,ERVK,0.19860365664078208,below
LTR22C,0.24522582680477412,12.884872576050743,1367.16,25,1.3979400086720377,LTR,ERVK,0.22945762045971524,above
LTR22C0,0.10430761775475578,9.72753751321789,1242.471264367816,87,1.9395192526186185,LTR,ERVK,0.11995100367528154,below
LTR22C2,0.10786142296525181,12.60721999935793,888.056338028169,71,1.8512583487190752,LTR,ERVK,0.13332526800715686,below
LTR22E,0.09937519898504532,9.782581540939427,1662.2758620689656,87,1.9395192526186185,LTR,ERVK,0.11995100367528154,below
LTR23,0.044193704140975655,14.640710400324696,839.7774244833068,629,2.798650645445269,LTR,ERV1,0.04286732504247652,above
LTR23-int,0.14917497658599166,16.986116043005502,5523.781456953642,151,2.1789769472931693,LTR,ERV1,0.09004310008915549,above
